,Nombre del jugador,Posición,Equipo,Edad,Minutos jugados,Goles anotados,Asistencias anotadas,Goles anotados esperados,Goles encajados (Porteros),Paradas (Porteros),Porterías a cero (Porteros),Goles encajados jugando,Goles encajados esperados,Valor de Mercado,Liga
1004,Amadou Diawara,3,12,21.0,661.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,15000000,3
1005,Gianluca Gaetano,3,12,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000,3
1006,Faouzi Ghoulam,2,12,27.0,1154.0,1.0,3.0,1.0,0.0,0.0,0.0,12.0,11.7,23000000,3
1007,Elseid Hysaj,2,12,24.0,2107.0,0.0,2.0,0.6,0.0,0.0,0.0,21.0,21.3,18000000,3
1008,Lorenzo Insigne,4,12,27.0,2073.0,10.0,6.0,9.9,0.0,0.0,0.0,0.0,0.0,65000000,3
1009,Orestis Karnezis,1,12,33.0,810.0,0.0,0.0,0.0,7.0,20.0,4.0,0.0,0.0,1500000,3
1010,Kalidou Koulibaly,2,12,27.0,3132.0,2.0,2.0,2.4,0.0,0.0,0.0,29.0,34.8,75000000,3
1011,Sebastiano Luperto,2,12,21.0,728.0,0.0,0.0,0.1,0.0,0.0,0.0,10.0,10.7,4000000,3
1012,Nikola Maksimovic,2,12,26.0,1375.0,0.0,0.0,0.1,0.0,0.0,0.0,12.0,13.4,17000000,3
1013,Kevin Malcuit,2,12,27.0,1805.0,0.0,2.0,0.4,0.0,0.0,0.0,19.0,22.6,16000000,3
1014,Alex Meret,1,12,21.0,1151.0,0.0,0.0,0.0,9.0,39.0,5.0,0.0,0.0,30000000,3
1015,Dries Mertens,4,12,31.0,2252.0,16.0,11.0,10.7,0.0,0.0,0.0,0.0,0.0,25000000,3
1016,Arkadiusz Milik,4,12,24.0,2396.0,17.0,3.0,13.9,0.0,0.0,0.0,0.0,0.0,40000000,3
1017,David Ospina,1,12,29.0,1457.0,0.0,0.0,0.0,20.0,42.0,5.0,0.0,0.0,4000000,3
1018,Marko Rog,3,12,23.0,333.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,11000000,3
1019,Mario Rui,2,12,27.0,1417.0,1.0,1.0,0.6,0.0,0.0,0.0,17.0,16.5,15000000,3
1020,Simone Verdi,3,12,26.0,704.0,3.0,3.0,2.7,0.0,0.0,0.0,0.0,0.0,23000000,3
1021,Amin Younes,3,12,24.0,498.0,3.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,8000000,3
1022,Piotr Zielinski,3,12,24.0,2875.0,6.0,2.0,5.5,0.0,0.0,0.0,0.0,0.0,40000000,3
1023,Bruno Alves,2,82,36.0,2922.0,4.0,1.0,2.2,0.0,0.0,0.0,56.0,57.7,1000000,3
1024,Antonino Barilla,3,82,30.0,2618.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1000000,3
1025,Alessandro Bastoni,2,82,19.0,1690.0,1.0,0.0,0.6,0.0,0.0,0.0,31.0,33.9,15000000,3
1026,Amato Ciciretti,4,82,24.0,139.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1500000,3
1027,Antonio Di Gaudio,4,82,28.0,699.0,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,1400000,3
1028,Federico Dimarco,2,82,20.0,892.0,1.0,0.0,0.5,0.0,0.0,0.0,13.0,12.6,5000000,3
1029,Riccardo Gagliolo,2,82,28.0,3045.0,0.0,2.0,1.4,0.0,0.0,0.0,51.0,58.3,3000000,3
1030,Gervinho,4,82,31.0,2304.0,11.0,2.0,7.4,0.0,0.0,0.0,0.0,0.0,9000000,3
1031,Alberto Grassi,3,82,23.0,462.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,7000000,3
1032,Simone Iacoponi,2,82,31.0,3346.0,0.0,0.0,0.7,0.0,0.0,0.0,58.0,62.5,1000000,3
1033,Roberto Inglese,4,82,26.0,1965.0,9.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,15000000,3
1034,Juraj Kucka,3,82,31.0,1535.0,4.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,5000000,3
1035,Matteo Scozzarella,3,82,30.0,1459.0,0.0,3.0,0.3,0.0,0.0,0.0,0.0,0.0,800000,3
1036,Luigi Sepe,1,82,27.0,3330.0,0.0,0.0,0.0,59.0,142.0,10.0,0.0,0.0,5000000,3
1037,Francisco Sierralta,2,82,21.0,269.0,0.0,0.0,0.1,0.0,0.0,0.0,7.0,6.3,400000,3
1038,Luca Siligardi,4,82,30.0,1639.0,1.0,2.0,2.2,0.0,0.0,0.0,0.0,0.0,800000,3
1039,Mattia Sprocati,4,82,25.0,644.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1500000,3
1040,Kwadwo Asamoah,2,21,29.0,2671.0,0.0,1.0,0.2,0.0,0.0,0.0,26.0,31.2,13000000,3
1041,Marcelo Brozovic,3,21,25.0,2650.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50000000,3
1042,Antonio Candreva,4,21,31.0,502.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7000000,3
1043,Danilo D'Ambrosio,2,21,29.0,2579.0,2.0,5.0,2.6,0.0,0.0,0.0,29.0,29.6,13000000,3
1044,Roberto Gagliardini,3,21,24.0,1087.0,5.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,15000000,3
1045,Samir Handanovic,1,21,34.0,3420.0,0.0,0.0,0.0,33.0,97.0,17.0,0.0,0.0,6000000,3
1046,Yann Karamoh,4,21,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,3
1047,Lautaro Martinez,4,21,20.0,1344.0,6.0,2.0,7.7,0.0,0.0,0.0,0.0,0.0,40000000,3
1048,Radja Nainggolan,3,21,30.0,1967.0,6.0,3.0,3.8,0.0,0.0,0.0,0.0,0.0,20000000,3
1049,Matteo Politano,4,21,24.0,2549.0,5.0,6.0,4.6,0.0,0.0,0.0,0.0,0.0,30000000,3
1050,Andrea Ranocchia,2,21,30.0,62.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,3000000,3
1051,Milan Skriniar,2,21,23.0,3150.0,0.0,1.0,1.5,0.0,0.0,0.0,32.0,36.2,60000000,3
1052,Borja Valero,3,21,33.0,1231.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2500000,3
1053,Matias Vecino,3,21,26.0,2015.0,3.0,1.0,6.1,0.0,0.0,0.0,0.0,0.0,23000000,3
1054,Stefan De Vrij,2,21,26.0,2520.0,2.0,0.0,1.6,0.0,0.0,0.0,22.0,23.8,50000000,3
1055,Emil Audero,1,58,21.0,3240.0,0.0,0.0,0.0,51.0,96.0,11.0,0.0,0.0,15000000,3
1056,Edgar Barreto,3,58,34.0,785.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1000000,3
1057,Bartosz Bereszynski,2,58,26.0,2200.0,0.0,2.0,0.3,0.0,0.0,0.0,33.0,36.1,8000000,3
1058,Gianluca Caprari,4,58,25.0,1031.0,6.0,2.0,2.2,0.0,0.0,0.0,0.0,0.0,10000000,3
1059,Omar Colley,2,58,25.0,1762.0,0.0,0.0,0.6,0.0,0.0,0.0,24.0,26.6,8000000,3
1060,Gregoire Defrel,4,58,27.0,2339.0,11.0,3.0,8.1,0.0,0.0,0.0,0.0,0.0,12000000,3
1061,Albin Ekdal,3,58,29.0,2646.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,5000000,3
1062,Alex Ferrari,2,58,24.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.7,1500000,3
1063,Manolo Gabbiadini,4,58,26.0,812.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12000000,3
1064,Jakub Jankto,3,58,22.0,963.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,12000000,3
1065,Karol Linetty,3,58,23.0,2507.0,3.0,3.0,2.1,0.0,0.0,0.0,0.0,0.0,15000000,3
1066,Nicola Murru,2,58,23.0,2934.0,0.0,5.0,0.4,0.0,0.0,0.0,47.0,50.2,7000000,3
1067,Fabio Quagliarella,4,58,35.0,3199.0,26.0,8.0,21.9,0.0,0.0,0.0,0.0,0.0,2500000,3
1068,Gaston Ramirez,3,58,27.0,1578.0,4.0,4.0,1.8,0.0,0.0,0.0,0.0,0.0,8000000,3
1069,Jacopo Sala,2,58,26.0,1518.0,0.0,1.0,0.3,0.0,0.0,0.0,23.0,22.0,1600000,3
1070,Riccardo Saponara,3,58,26.0,905.0,2.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,4000000,3
1071,Lorenzo Tonelli,2,58,28.0,1655.0,1.0,0.0,0.9,0.0,0.0,0.0,27.0,28.3,7000000,3
1072,Ronaldo Vieira,3,58,20.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000,3
1073,Mattia Bani,2,110,24.0,2610.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,44.7,2500000,3
1074,Fabio Depaoli,2,110,21.0,2468.0,0.0,4.0,1.5,0.0,0.0,0.0,55.0,45.7,5000000,3
1075,Mehdi Leris,3,110,20.0,1607.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,2500000,3
1076,Luca Rossettini,2,110,33.0,1823.0,0.0,0.0,0.5,0.0,0.0,0.0,44.0,37.3,500000,3
1077,Andrea Seculin,1,110,28.0,91.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,300000,3
1078,Mariusz Stepinski,4,110,23.0,2476.0,6.0,2.0,7.8,0.0,0.0,0.0,0.0,0.0,4000000,3
1079,Nenad Tomovic,2,110,30.0,739.0,1.0,0.0,0.3,0.0,0.0,0.0,20.0,17.2,600000,3
1080,Antonin Barak,3,61,23.0,329.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,12000000,3
1081,Marco D'Alessandro,2,61,27.0,1495.0,0.0,2.0,1.1,0.0,0.0,0.0,21.0,27.9,2000000,3
1082,Sebastien De Maio,2,61,31.0,1173.0,1.0,0.0,0.9,0.0,0.0,0.0,15.0,21.3,1000000,3
1083,Rodrigo De Paul,3,61,24.0,3189.0,9.0,9.0,9.7,0.0,0.0,0.0,0.0,0.0,25000000,3
1084,Seko Fofana,3,61,23.0,2639.0,2.0,4.0,3.1,0.0,0.0,0.0,0.0,0.0,13000000,3
1085,Kevin Lasagna,4,61,25.0,2453.0,6.0,2.0,8.5,0.0,0.0,0.0,0.0,0.0,7500000,3
1086,Rolando Mandragora,3,61,21.0,2918.0,3.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,15000000,3
1087,Juan Musso,1,61,24.0,2610.0,0.0,0.0,0.0,40.0,105.0,7.0,0.0,0.0,10000000,3
1088,Bram Nuytinck,2,61,28.0,2127.0,0.0,0.0,0.2,0.0,0.0,0.0,31.0,38.2,3500000,3
1089,Stefano Okaka,4,61,28.0,970.0,6.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,5000000,3
1090,Nicholas Opoku,2,61,20.0,910.0,0.0,0.0,0.4,0.0,0.0,0.0,16.0,17.0,1000000,3
1091,Giuseppe Pezzella,2,61,20.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,3000000,3
1092,Ignacio Pussetto,4,61,22.0,2178.0,4.0,4.0,5.9,0.0,0.0,0.0,0.0,0.0,10000000,3
1093,Sandro,3,61,29.0,594.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2000000,3
1094,Jens Stryger Larsen,2,61,27.0,3234.0,1.0,4.0,1.8,0.0,0.0,0.0,51.0,54.7,4000000,3
1095,Lukasz Teodorczyk,4,61,27.0,400.0,1.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,3000000,3
1096,Hidde Ter Avest,2,61,21.0,973.0,0.0,1.0,0.2,0.0,0.0,0.0,16.0,18.0,2000000,3
1097,William Troost-Ekong,2,61,24.0,3064.0,0.0,0.0,0.6,0.0,0.0,0.0,47.0,52.0,4000000,3
1098,Nicolo Barella,3,60,21.0,3107.0,1.0,3.0,2.6,0.0,0.0,0.0,0.0,0.0,36000000,3
1099,Valter Birsa,3,60,31.0,353.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2000000,3
1100,Fabrizio Cacciatore,2,60,31.0,580.0,0.0,2.0,0.2,0.0,0.0,0.0,7.0,9.7,800000,3
1101,Lucas Castro,3,60,29.0,896.0,1.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,6000000,3
1102,Luca Ceppitelli,2,60,28.0,2051.0,1.0,1.0,2.4,0.0,0.0,0.0,33.0,39.1,2500000,3
1103,Alberto Cerri,4,60,22.0,670.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6000000,3
1104,Luca Cigarini,3,60,32.0,1682.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,800000,3
1105,Alessio Cragno,1,60,24.0,3420.0,0.0,0.0,0.0,54.0,151.0,7.0,0.0,0.0,20000000,3
1106,Alessandro Deiola,3,60,22.0,450.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1200000,3
1107,Daniele Dessena,3,60,31.0,352.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,500000,3
1108,Paolo Farago,3,60,25.0,1703.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5000000,3
1109,Artur Ionita,3,60,27.0,2968.0,3.0,2.0,3.7,0.0,0.0,0.0,0.0,0.0,4500000,3
1110,Ragnar Klavan,2,60,32.0,1230.0,0.0,0.0,0.1,0.0,0.0,0.0,18.0,21.3,1500000,3
1111,Leonardo Pavoletti,4,60,29.0,2734.0,16.0,1.0,11.3,0.0,0.0,0.0,0.0,0.0,12000000,3
1112,Joao Pedro,4,60,26.0,2555.0,7.0,2.0,8.5,0.0,0.0,0.0,0.0,0.0,8000000,3
1113,Luca Pellegrini,2,60,19.0,940.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,10000000,3
1114,Fabio Pisacane,2,60,32.0,2266.0,1.0,1.0,0.8,0.0,0.0,0.0,37.0,42.1,700000,3
1115,Filippo Romagna,2,60,21.0,1474.0,0.0,0.0,0.5,0.0,0.0,0.0,23.0,25.2,6000000,3
1116,Musa Barrow,4,28,19.0,601.0,1.0,2.0,2.9,0.0,0.0,0.0,0.0,0.0,5000000,3
1117,Etrit Berisha,1,28,29.0,1620.0,0.0,0.0,0.0,25.0,41.0,5.0,0.0,0.0,3000000,3
1118,Timothy Castagne,2,28,22.0,2006.0,4.0,3.0,2.8,0.0,0.0,0.0,29.0,24.9,18000000,3
1119,Berat Djimsiti,2,28,25.0,1807.0,1.0,2.0,1.0,0.0,0.0,0.0,26.0,22.8,7500000,3
1120,Remo Freuler,3,28,26.0,3022.0,2.0,6.0,3.2,0.0,0.0,0.0,0.0,0.0,20000000,3
1121,Pierluigi Gollini,1,28,23.0,1799.0,0.0,0.0,0.0,21.0,49.0,4.0,0.0,0.0,8000000,3
1122,Papu Gomez,3,28,30.0,2899.0,7.0,11.0,8.4,0.0,0.0,0.0,0.0,0.0,16000000,3
1123,Robin Gosens,2,28,24.0,1942.0,3.0,2.0,2.1,0.0,0.0,0.0,23.0,24.9,12000000,3
1124,Hans Hateboer,2,28,24.0,2973.0,5.0,5.0,5.2,0.0,0.0,0.0,39.0,35.2,15000000,3
1125,Roger Ibanez,2,28,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000,3
1126,Josip Ilicic,4,28,30.0,2145.0,12.0,7.0,10.6,0.0,0.0,0.0,0.0,0.0,17000000,3
1127,Dejan Kulusevski,3,28,18.0,105.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,6000000,3
1128,Jose Luis Palomino,2,28,28.0,2261.0,1.0,1.0,1.9,0.0,0.0,0.0,29.0,27.1,10000000,3
1129,Gianluca Mancini,2,28,22.0,2246.0,5.0,2.0,5.3,0.0,0.0,0.0,32.0,24.9,22000000,3
1130,Andrea Masiello,2,28,32.0,1836.0,0.0,2.0,1.4,0.0,0.0,0.0,23.0,21.1,1000000,3
1131,Mario Pasalic,3,28,23.0,1618.0,5.0,3.0,4.2,0.0,0.0,0.0,0.0,0.0,10000000,3
1132,Matteo Pessina,3,28,21.0,235.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1500000,3
1133,Arkadiusz Reca,2,28,23.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3500000,3
1134,Emiliano Rigoni,4,28,25.0,522.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8000000,3
1135,Marten De Roon,3,28,27.0,2975.0,2.0,3.0,1.8,0.0,0.0,0.0,0.0,0.0,24000000,3
1136,Francesco Rossi,1,28,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000,3
1137,Rafael Toloi,2,28,27.0,1746.0,1.0,3.0,1.8,0.0,0.0,0.0,25.0,23.5,11000000,3
1138,Duvan Zapata,4,28,27.0,2896.0,23.0,7.0,18.9,0.0,0.0,0.0,0.0,0.0,45000000,3
1139,Marco Benassi,3,34,23.0,2282.0,7.0,1.0,5.6,0.0,0.0,0.0,0.0,0.0,18000000,3
1140,Cristiano Biraghi,2,34,25.0,3194.0,1.0,4.0,1.4,0.0,0.0,0.0,40.0,36.8,10000000,3
1141,Federico Ceccherini,2,34,26.0,994.0,0.0,0.0,0.1,0.0,0.0,0.0,15.0,14.8,3500000,3
1142,Federico Chiesa,4,34,20.0,3034.0,6.0,3.0,8.8,0.0,0.0,0.0,0.0,0.0,60000000,3
1143,Bryan Dabo,3,34,26.0,831.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3500000,3
1144,Bartlomiej Dragowski,1,34,20.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,3
1145,Valentin Eysseric,4,34,26.0,358.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,3000000,3
1146,Vincent Laurini,2,34,29.0,920.0,0.0,0.0,0.1,0.0,0.0,0.0,19.0,12.0,1500000,3
1147,Nikola Milenkovic,2,34,20.0,3008.0,3.0,0.0,2.7,0.0,0.0,0.0,37.0,32.0,30000000,3
1148,Luis Muriel,4,34,27.0,1441.0,6.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,15000000,3
1149,German Pezzella,2,34,27.0,2850.0,2.0,1.0,3.0,0.0,0.0,0.0,38.0,35.6,18000000,3
1150,Marko Pjaca,4,34,23.0,750.0,1.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,10000000,3
1151,Giovanni Simeone,4,34,23.0,2454.0,6.0,3.0,11.2,0.0,0.0,0.0,0.0,0.0,17000000,3
1152,Riccardo Sottil,4,34,19.0,20.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2500000,3
1153,Pietro Terracciano,1,34,28.0,180.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,800000,3
1154,Cyril Thereau,4,34,35.0,30.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,500000,3
1155,Jordan Veretout,3,34,25.0,2941.0,5.0,3.0,5.9,0.0,0.0,0.0,0.0,0.0,20000000,3
1156,Dusan Vlahovic,4,34,18.0,160.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3000000,3
1157,Ismael Bennacer,3,85,20.0,2961.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,17000000,3
1158,Francesco Caputo,4,85,30.0,3420.0,16.0,3.0,17.6,0.0,0.0,0.0,0.0,0.0,5000000,3
1159,Cristian Dell'Orco,2,85,24.0,1035.0,1.0,0.0,0.8,0.0,0.0,0.0,17.0,21.4,1000000,3
1160,Giovanni Di Lorenzo,2,85,24.0,3330.0,5.0,3.0,3.6,0.0,0.0,0.0,69.0,62.5,15000000,3
1161,Diego Farias,4,85,28.0,1193.0,4.0,4.0,4.9,0.0,0.0,0.0,0.0,0.0,4500000,3
1162,Hamed Junior Traore,3,85,18.0,2259.0,2.0,2.0,2.9,0.0,0.0,0.0,0.0,0.0,14000000,3
1163,Rade Krunic,3,85,24.0,2772.0,5.0,7.0,5.1,0.0,0.0,0.0,0.0,0.0,8000000,3
1164,Marko Pajac,4,85,25.0,738.0,2.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,1500000,3
1165,Jacob Rasmussen,2,85,21.0,1016.0,0.0,1.0,0.2,0.0,0.0,0.0,21.0,16.4,4000000,3
1166,Rodrigo Bentancur,3,7,21.0,2003.0,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,35000000,3
1167,Federico Bernardeschi,3,7,24.0,1473.0,2.0,3.0,3.8,0.0,0.0,0.0,0.0,0.0,45000000,3
1168,Leonardo Bonucci,2,7,31.0,2472.0,3.0,0.0,2.1,0.0,0.0,0.0,21.0,26.7,28000000,3
1169,Emre Can,3,7,24.0,1811.0,4.0,1.0,2.7,0.0,0.0,0.0,0.0,0.0,33000000,3
1170,Giorgio Chiellini,2,7,33.0,1991.0,1.0,1.0,1.5,0.0,0.0,0.0,13.0,21.4,7500000,3
1171,Douglas Costa,4,7,27.0,621.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,38000000,3
1172,Juan Cuadrado,3,7,30.0,122.0,1.0,2.0,1.6,0.0,0.0,0.0,0.0,0.0,18000000,3
1173,Mattia De Sciglio,2,7,25.0,1743.0,0.0,1.0,0.3,0.0,0.0,0.0,12.0,18.7,14000000,3
1174,Paulo Dybala,4,7,24.0,2137.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,75000000,3
1175,Sami Khedira,3,7,31.0,706.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8500000,3
1176,Mario Mandzukic,4,7,32.0,2014.0,9.0,6.0,6.4,0.0,0.0,0.0,0.0,0.0,10000000,3
1177,Blaise Matuidi,3,7,31.0,2418.0,3.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,22000000,3
1178,Mattia Perin,1,7,25.0,810.0,0.0,0.0,0.0,8.0,19.0,5.0,0.0,0.0,10000000,3
1179,Carlo Pinsoglio,1,7,28.0,90.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,500000,3
1180,Miralem Pjanic,3,7,28.0,2280.0,2.0,6.0,1.2,0.0,0.0,0.0,0.0,0.0,70000000,3
1181,Cristiano Ronaldo,4,7,33.0,2688.0,21.0,8.0,22.2,0.0,0.0,0.0,0.0,0.0,90000000,3
1182,Daniele Rugani,2,7,24.0,135.0,2.0,0.0,1.6,0.0,0.0,0.0,13.0,12.9,22000000,3
1183,Alex Sandro,2,7,27.0,2387.0,1.0,2.0,1.5,0.0,0.0,0.0,19.0,25.5,45000000,3
1184,Leonardo Spinazzola,2,7,25.0,601.0,0.0,1.0,0.3,0.0,0.0,0.0,11.0,6.4,15000000,3
1185,Wojciech Szczesny,1,7,28.0,2520.0,0.0,0.0,0.0,20.0,61.0,11.0,0.0,0.0,35000000,3
1186,Daniel Bessa,3,51,25.0,2441.0,1.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,4000000,3
1187,Davide Biraschi,2,51,24.0,2841.0,0.0,0.0,0.4,0.0,0.0,0.0,48.0,44.7,4500000,3
1188,Domenico Criscito,2,51,31.0,3070.0,2.0,4.0,1.8,0.0,0.0,0.0,44.0,44.1,4000000,3
1189,Andrea Favilli,4,51,21.0,170.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,6000000,3
1190,Koray Gunter,2,51,23.0,835.0,0.0,0.0,0.4,0.0,0.0,0.0,18.0,15.4,1000000,3
1191,Jandrei,1,51,25.0,90.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2000000,3
1192,Christian Kouame,4,51,20.0,3066.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,22000000,3
1193,Gianluca Lapadula,4,51,28.0,404.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5000000,3
1194,Darko Lazovic,2,51,27.0,2542.0,3.0,4.0,2.2,0.0,0.0,0.0,43.0,41.7,3000000,3
1195,Lukas Lerager,3,51,25.0,1122.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,6000000,3
1196,Federico Marchetti,1,51,35.0,360.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,300000,3
1197,Luca Mazzitelli,3,51,22.0,323.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,3500000,3
1198,Goran Pandev,4,51,35.0,1122.0,4.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,400000,3
1199,Krzysztof Piatek,4,51,23.0,1593.0,13.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,40000000,3
1200,Ivan Radovanovic,3,51,29.0,1278.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,3000000,3
1201,Ionut Radu,1,51,21.0,2970.0,0.0,0.0,0.0,46.0,102.0,6.0,0.0,0.0,15000000,3
1202,Cristian Romero,2,51,20.0,2336.0,2.0,2.0,1.9,0.0,0.0,0.0,35.0,35.9,15000000,3
1203,Rômulo,3,51,31.0,1351.0,1.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,2500000,3
1204,Antonio Sanabria,4,51,22.0,766.0,3.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,9000000,3
1205,Stefano Sturaro,3,51,25.0,213.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10000000,3
1206,Miguel Veloso,3,51,32.0,1257.0,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,1000000,3
1207,Lucas Biglia,3,19,32.0,1114.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6000000,3
1208,Giacomo Bonaventura,3,19,28.0,646.0,3.0,1.0,2.9,0.0,0.0,0.0,0.0,0.0,20000000,3
1209,Fabio Borini,4,19,27.0,1054.0,2.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,7000000,3
1210,Davide Calabria,2,19,21.0,1950.0,1.0,2.0,0.4,0.0,0.0,0.0,20.0,25.6,18000000,3
1211,Hakan Calhanoglu,3,19,24.0,2884.0,3.0,6.0,5.2,0.0,0.0,0.0,0.0,0.0,18000000,3
1212,Samu Castillejo,4,19,23.0,1023.0,4.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,15000000,3
1213,Andrea Conti,2,19,24.0,500.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,6.8,15000000,3
1214,Gianluigi Donnarumma,1,19,19.0,3090.0,0.0,0.0,0.0,31.0,95.0,11.0,0.0,0.0,55000000,3
1215,Gonzalo Higuain,4,19,30.0,1277.0,6.0,1.0,6.6,0.0,0.0,0.0,0.0,0.0,35000000,3
1216,Franck Kessie,3,19,21.0,3018.0,7.0,2.0,7.5,0.0,0.0,0.0,0.0,0.0,30000000,3
1217,Diego Laxalt,2,19,25.0,651.0,0.0,0.0,1.2,0.0,0.0,0.0,9.0,5.5,12000000,3
1218,Mateo Musacchio,2,19,27.0,2610.0,1.0,0.0,2.0,0.0,0.0,0.0,29.0,33.4,15000000,3
1219,Lucas Paqueta,3,19,20.0,842.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,35000000,3
1220,Pepe Reina,1,19,35.0,330.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,1000000,3
1221,Ricardo Rodriguez,2,19,25.0,3047.0,0.0,3.0,0.6,0.0,0.0,0.0,32.0,36.6,13000000,3
1222,Alessio Romagnoli,2,19,23.0,2847.0,2.0,0.0,0.9,0.0,0.0,0.0,32.0,34.1,50000000,3
